cue_location,sequence_location,target_congruent,target_direction,response,correct,rt,sub,trial_num
up,up,yes,left,left,1,0.4249845000449568,sub-daisy_duck,243
both,down,yes,left,left,1,0.3580400000791996,sub-daisy_duck,525
up,up,no,left,left,1,0.5097928999457508,sub-daisy_duck,519
both,down,no,left,left,1,0.6107078001368791,sub-daisy_duck,6
down,up,yes,right,right,1,0.4416614000219852,sub-daisy_duck,294
down,up,no,left,left,1,0.5604633998591453,sub-daisy_duck,280
up,up,no,left,left,1,0.6606607001740485,sub-daisy_duck,90
up,down,yes,left,left,1,0.4582093001808971,sub-daisy_duck,84
down,up,yes,left,left,1,0.6289500999264419,sub-daisy_duck,53
down,down,yes,right,right,1,0.4242893999908119,sub-daisy_duck,47
down,up,no,right,left,0,0.3903570000547915,sub-daisy_duck,121
down,up,no,left,left,1,0.5787820999976248,sub-daisy_duck,647
down,down,no,right,right,1,0.595265100011602,sub-daisy_duck,135
both,down,yes,right,right,1,0.4427124999929219,sub-daisy_duck,109
up,down,no,right,miss,-1,,sub-daisy_duck,445
down,down,no,left,left,1,0.4751275999005884,sub-daisy_duck,323
down,up,no,right,right,1,0.5606416000518948,sub-daisy_duck,337
up,up,no,right,right,1,0.8820825000293553,sub-daisy_duck,451
both,up,no,left,left,1,0.4586861000861972,sub-daisy_duck,479
up,up,yes,left,left,1,0.3576536998152733,sub-daisy_duck,486
both,down,yes,left,left,1,0.3903703999239951,sub-daisy_duck,492
both,up,yes,right,right,1,0.4243297001812607,sub-daisy_duck,493
down,up,no,right,right,1,0.8660015999339521,sub-daisy_duck,487
both,up,yes,right,right,1,0.3915333000477403,sub-daisy_duck,478
down,down,no,left,left,1,0.6113407998345792,sub-daisy_duck,336
down,down,yes,right,right,1,0.4407760000322014,sub-daisy_duck,450
up,down,yes,right,right,1,0.4419213999062776,sub-daisy_duck,444
both,down,yes,right,right,1,0.4578000998590141,sub-daisy_duck,322
down,up,yes,right,right,1,0.509608400054276,sub-daisy_duck,108
both,up,no,left,left,1,0.5108759999275208,sub-daisy_duck,134
both,down,yes,left,left,1,0.3565054000355303,sub-daisy_duck,120
up,down,yes,right,right,1,0.4076763999182731,sub-daisy_duck,646
down,up,yes,left,left,1,0.4242737998720258,sub-daisy_duck,46
down,up,no,right,right,1,0.5947346000466496,sub-daisy_duck,52
down,up,yes,right,right,1,0.4414555998519063,sub-daisy_duck,85
both,down,no,right,right,1,0.6117692000698298,sub-daisy_duck,91
both,up,yes,left,left,1,0.4074507001787424,sub-daisy_duck,281
both,up,no,right,right,1,0.7646262999624014,sub-daisy_duck,7
both,down,yes,left,left,1,0.4091639998368919,sub-daisy_duck,295
up,up,yes,right,right,1,0.44113659998402,sub-daisy_duck,518
up,up,yes,right,right,1,0.4257586998865008,sub-daisy_duck,242
down,up,yes,right,right,1,0.4771392999682575,sub-daisy_duck,524
up,down,yes,left,left,1,0.3565612002275884,sub-daisy_duck,530
both,down,no,left,left,1,0.6282054001931101,sub-daisy_duck,256
both,down,yes,left,left,1,0.3903528000228107,sub-daisy_duck,219
down,up,no,left,left,1,0.560590400127694,sub-daisy_duck,557
both,up,no,right,right,1,0.6107892000582069,sub-daisy_duck,231
down,down,no,right,right,1,0.5780197998974472,sub-daisy_duck,225
up,down,no,left,left,1,0.9005050000268966,sub-daisy_duck,543
both,down,yes,right,right,1,0.5089823000598699,sub-daisy_duck,594
up,up,no,left,left,1,0.4933589000720531,sub-daisy_duck,580
both,down,no,right,right,1,0.5597295998595655,sub-daisy_duck,35
up,down,no,right,right,1,0.645764899905771,sub-daisy_duck,21
up,down,yes,right,right,1,0.3908230999950319,sub-daisy_duck,609
down,down,yes,left,left,1,0.3735164999961853,sub-daisy_duck,147
both,up,yes,right,right,1,0.4251328001264483,sub-daisy_duck,621
down,down,no,right,right,1,0.6618864999618381,sub-daisy_duck,635
down,up,yes,right,right,1,0.4598404001444578,sub-daisy_duck,153
up,up,no,right,left,0,0.3907735999673605,sub-daisy_duck,184
both,down,no,right,right,1,0.5598433001432568,sub-daisy_duck,190
both,up,no,left,left,1,0.5773267999757081,sub-daisy_duck,379
up,up,no,right,right,1,0.5278227000962943,sub-daisy_duck,423
down,down,yes,left,left,1,0.4410804000217467,sub-daisy_duck,345
down,down,yes,right,right,1,0.4243524998892098,sub-daisy_duck,351
both,down,no,right,right,1,0.5434711000416428,sub-daisy_duck,437
up,down,yes,left,left,1,0.4081472000107169,sub-daisy_duck,386
up,down,no,right,right,1,0.5260683000087738,sub-daisy_duck,392
down,down,yes,right,right,1,0.4242550998460501,sub-daisy_duck,393
both,down,yes,left,left,1,0.4094181000255048,sub-daisy_duck,387
up,down,yes,left,left,1,0.4422104000113904,sub-daisy_duck,350
down,down,no,left,right,0,0.4590741998981684,sub-daisy_duck,436
both,up,no,right,right,1,0.526641899952665,sub-daisy_duck,422
down,up,yes,right,right,1,0.3568961999844759,sub-daisy_duck,344
down,down,yes,left,left,1,0.4579338000621646,sub-daisy_duck,378
down,down,no,right,right,1,0.5433493000455201,sub-daisy_duck,191
both,down,no,left,left,1,0.7133382998872548,sub-daisy_duck,185
up,up,yes,right,right,1,0.4928324001375586,sub-daisy_duck,634
both,up,no,right,right,1,0.6286943000741303,sub-daisy_duck,152
down,down,yes,right,right,1,0.4074675999581814,sub-daisy_duck,146
down,up,yes,left,left,1,0.4076648000627756,sub-daisy_duck,620
both,down,no,right,right,1,0.459698999999091,sub-daisy_duck,608
down,up,yes,right,right,1,0.3907243001740426,sub-daisy_duck,20
up,up,yes,left,left,1,0.4748901000712067,sub-daisy_duck,34
both,up,yes,left,left,1,0.3740796998608857,sub-daisy_duck,581
down,up,no,right,left,0,0.4079251999501139,sub-daisy_duck,595
up,up,yes,right,right,1,0.4072635001502931,sub-daisy_duck,224
both,up,no,right,right,1,0.5273997997865081,sub-daisy_duck,542
both,up,yes,left,left,1,0.3914047998841852,sub-daisy_duck,556
down,up,no,right,right,1,0.6791191999800503,sub-daisy_duck,230
down,down,yes,right,right,1,0.4582452999893576,sub-daisy_duck,218
up,up,no,right,right,1,0.5770635001827031,sub-daisy_duck,568
down,up,yes,left,left,1,0.441213299985975,sub-daisy_duck,540
down,down,yes,left,left,1,0.4073419999331236,sub-daisy_duck,226
both,up,no,left,left,1,0.5784495000261813,sub-daisy_duck,232
both,down,yes,left,left,1,0.5429157998878509,sub-daisy_duck,554
up,down,no,left,left,1,0.5593926999717951,sub-daisy_duck,583
both,down,no,right,right,1,0.6455570999532938,sub-daisy_duck,597
down,down,yes,right,right,1,0.4413906000554561,sub-daisy_duck,22
both,up,no,left,left,1,0.5941530000418425,sub-daisy_duck,36
up,up,yes,left,left,1,0.4920474998652935,sub-daisy_duck,178
up,up,yes,right,right,1,0.4073838000185787,sub-daisy_duck,150
both,up,no,right,right,1,0.5425054999068379,sub-daisy_duck,636
both,up,yes,left,left,1,0.3744761999696493,sub-daisy_duck,622
both,down,no,right,right,1,0.5950525000225753,sub-daisy_duck,144
both,down,no,left,left,1,0.6109340998809785,sub-daisy_duck,193
up,up,yes,right,right,1,0.4413948999717831,sub-daisy_duck,187
down,down,no,right,right,1,0.5428518999833614,sub-daisy_duck,408
up,down,no,left,left,1,0.4931611001957208,sub-daisy_duck,434
both,up,yes,right,right,1,0.4423577999696135,sub-daisy_duck,352
both,down,no,right,right,1,0.543000299949199,sub-daisy_duck,346
both,down,yes,left,left,1,0.4072734999936074,sub-daisy_duck,420
down,up,yes,left,left,1,0.5089243999682367,sub-daisy_duck,391
both,down,no,left,left,1,0.5777489000465721,sub-daisy_duck,385
up,up,yes,right,right,1,0.4420202998444438,sub-daisy_duck,384
up,down,yes,right,right,1,0.4255868000909686,sub-daisy_duck,390
down,up,yes,left,left,1,0.390384400030598,sub-daisy_duck,347
down,up,no,left,left,1,0.509716099826619,sub-daisy_duck,421
both,up,yes,left,left,1,0.4088788998778909,sub-daisy_duck,435
down,up,no,left,left,1,0.5104416999965906,sub-daisy_duck,353
up,down,yes,left,left,1,0.3912788999732584,sub-daisy_duck,409
up,down,yes,left,left,1,0.4421614999882877,sub-daisy_duck,186
both,down,yes,left,left,1,0.5260121000465006,sub-daisy_duck,192
up,down,yes,left,left,1,0.4085814000573009,sub-daisy_duck,623
up,up,yes,left,left,1,0.3730367999523878,sub-daisy_duck,145
up,down,no,right,left,0,0.4411140999291092,sub-daisy_duck,151
both,up,yes,right,right,1,0.4582738999743014,sub-daisy_duck,637
both,down,yes,left,left,1,0.4597020000219345,sub-daisy_duck,179
down,up,no,left,left,1,0.5601375999394804,sub-daisy_duck,37
both,up,no,left,right,0,0.4758857998531312,sub-daisy_duck,23
down,down,yes,right,right,1,0.5121803001966327,sub-daisy_duck,596
both,down,no,left,left,1,0.5427280999720097,sub-daisy_duck,582
both,down,no,left,left,1,0.6291513999458402,sub-daisy_duck,233
up,up,yes,left,left,1,0.4582687998190522,sub-daisy_duck,555
down,down,no,left,left,1,0.5952750002034009,sub-daisy_duck,541
up,up,no,left,left,1,0.611022099852562,sub-daisy_duck,227
down,down,yes,right,right,1,0.4757101000286639,sub-daisy_duck,569
down,up,no,left,left,1,0.9001631001010537,sub-daisy_duck,223
up,down,yes,right,right,1,0.3920016000047326,sub-daisy_duck,545
both,down,no,left,left,1,0.6282633999362588,sub-daisy_duck,551
up,down,yes,right,right,1,0.4421423999592662,sub-daisy_duck,237
both,up,no,left,right,0,0.4259099001064896,sub-daisy_duck,579
down,up,yes,left,left,1,0.4759472999721765,sub-daisy_duck,586
up,down,yes,left,left,1,0.3735771998763084,sub-daisy_duck,592
down,down,yes,left,left,1,0.5271856000181288,sub-daisy_duck,27
up,down,yes,right,right,1,0.4409954000730067,sub-daisy_duck,33
down,up,no,right,right,1,0.5102446000091732,sub-daisy_duck,633
up,down,no,left,left,1,0.5611307001672685,sub-daisy_duck,155
both,up,yes,left,left,1,0.3729965998791158,sub-daisy_duck,141
both,up,yes,left,left,1,0.390455599874258,sub-daisy_duck,627
down,up,no,right,right,1,0.628985800081864,sub-daisy_duck,169
up,up,no,left,left,1,0.5597902000881732,sub-daisy_duck,196
both,down,yes,right,right,1,0.3912955000996589,sub-daisy_duck,182
both,down,no,left,left,1,0.6795018000993878,sub-daisy_duck,357
down,down,yes,left,left,1,0.4408915000967681,sub-daisy_duck,431
up,up,yes,left,left,1,0.458733000094071,sub-daisy_duck,425
both,down,yes,right,right,1,0.3571776999160647,sub-daisy_duck,343
up,down,no,left,left,1,0.5274433000013232,sub-daisy_duck,419
both,up,no,left,left,1,0.5260199999902397,sub-daisy_duck,394
both,down,yes,left,left,1,0.4078490000683814,sub-daisy_duck,380
down,up,yes,left,left,1,0.4251556000672281,sub-daisy_duck,381
down,up,yes,right,right,1,0.4242916000075638,sub-daisy_duck,395
down,down,no,left,left,1,0.5769841000437737,sub-daisy_duck,418
both,up,yes,right,right,1,0.4412950999103486,sub-daisy_duck,424
both,up,yes,left,left,1,0.3395521999336779,sub-daisy_duck,342
both,up,no,left,left,1,0.5781467000488192,sub-daisy_duck,356
down,down,yes,right,right,1,0.4579445000272244,sub-daisy_duck,430
down,down,yes,right,right,1,0.4756584998685866,sub-daisy_duck,183
down,up,yes,left,left,1,0.4920514000114053,sub-daisy_duck,197
down,up,no,left,left,1,0.5602806999813765,sub-daisy_duck,168
both,up,yes,right,right,1,0.4934032000601291,sub-daisy_duck,140
down,up,yes,right,right,1,0.407080499920994,sub-daisy_duck,626
both,up,no,left,left,1,0.6448673000559211,sub-daisy_duck,632
both,up,no,left,left,1,0.5104453999083489,sub-daisy_duck,154
up,down,yes,left,left,1,0.4582882998511195,sub-daisy_duck,32
up,up,no,left,left,1,0.5607792001683265,sub-daisy_duck,26
up,down,no,right,right,1,0.5446756000164896,sub-daisy_duck,593
both,down,yes,left,left,1,0.4419197000097483,sub-daisy_duck,587
up,down,yes,right,right,1,0.4078818999696523,sub-daisy_duck,578
up,up,yes,left,left,1,0.593963900115341,sub-daisy_duck,550
both,down,yes,right,right,1,0.4581907000392675,sub-daisy_duck,236
up,up,yes,left,left,1,0.6122899998445064,sub-daisy_duck,222
down,down,yes,right,right,1,0.4926940000150352,sub-daisy_duck,544
up,down,yes,left,left,1,0.4594072999898344,sub-daisy_duck,234
both,down,no,left,left,1,0.6455655000172555,sub-daisy_duck,552
both,down,no,right,right,1,0.5616472000256181,sub-daisy_duck,546
up,up,no,right,right,1,0.5772810000926256,sub-daisy_duck,220
down,down,yes,left,left,1,0.4584029000252485,sub-daisy_duck,208
both,up,no,right,right,1,0.5614056000486016,sub-daisy_duck,591
up,up,no,right,right,1,0.4757902000565082,sub-daisy_duck,585
up,down,no,right,right,1,0.6466681999154389,sub-daisy_duck,30
both,up,yes,right,right,1,0.4592684998642653,sub-daisy_duck,24
down,down,no,right,right,1,0.6280388000886887,sub-daisy_duck,18
both,down,no,left,left,1,0.6450175000354648,sub-daisy_duck,624
down,up,yes,left,left,1,0.3735709998290986,sub-daisy_duck,142
both,up,yes,left,left,1,0.5441999998874962,sub-daisy_duck,156
up,up,no,right,left,0,0.356471300125122,sub-daisy_duck,630
both,down,yes,right,right,1,0.441201499896124,sub-daisy_duck,618
both,up,yes,left,left,1,0.458107499871403,sub-daisy_duck,181
down,down,no,right,miss,-1,,sub-daisy_duck,195
both,down,yes,left,left,1,0.5108792001847178,sub-daisy_duck,340
both,down,no,left,left,1,0.6450402000918984,sub-daisy_duck,426
both,up,no,right,right,1,0.7969696000218391,sub-daisy_duck,432
both,up,no,right,right,1,0.5604560999199748,sub-daisy_duck,354
up,down,no,right,right,1,0.4924200000241399,sub-daisy_duck,368
both,down,yes,right,right,1,0.4591413999442011,sub-daisy_duck,383
both,down,yes,right,right,1,0.4075965001247823,sub-daisy_duck,397
up,down,no,left,left,1,0.6630553998984396,sub-daisy_duck,396
down,up,no,right,right,1,0.594421099871397,sub-daisy_duck,382
down,down,yes,right,right,1,0.5252614000346512,sub-daisy_duck,369
up,up,yes,right,right,1,0.4423389001749456,sub-daisy_duck,433
up,up,no,left,right,0,0.4255849998444319,sub-daisy_duck,355
up,up,yes,right,right,1,0.5101070001255721,sub-daisy_duck,341
both,down,yes,right,right,1,0.4582341001369059,sub-daisy_duck,427
up,up,yes,right,right,1,0.50913570006378,sub-daisy_duck,194
up,down,yes,right,right,1,0.3565107998438179,sub-daisy_duck,180
down,down,yes,right,right,1,0.3913728001061827,sub-daisy_duck,619
both,down,yes,left,left,1,0.4252444000449031,sub-daisy_duck,157
both,down,yes,left,left,1,0.3564152999315411,sub-daisy_duck,631
down,down,no,left,left,1,0.4934059998486191,sub-daisy_duck,625
up,up,yes,left,left,1,0.3734172000549733,sub-daisy_duck,143
both,up,yes,left,left,1,0.5263881999999285,sub-daisy_duck,19
up,up,no,right,right,1,0.7815483000595123,sub-daisy_duck,25
up,down,no,left,left,1,0.6279968000017107,sub-daisy_duck,31
down,down,no,left,left,1,0.4418025000486523,sub-daisy_duck,584
down,up,no,left,left,1,0.7132331999018788,sub-daisy_duck,590
up,down,yes,left,left,1,0.3905680000316351,sub-daisy_duck,209
both,down,yes,left,left,1,0.424234899925068,sub-daisy_duck,547
up,down,no,right,right,1,0.5602235000114888,sub-daisy_duck,221
up,down,no,left,right,0,0.4930437998846173,sub-daisy_duck,235
up,up,no,left,left,1,0.6108155997935683,sub-daisy_duck,553
both,up,no,right,right,1,0.5779298000270501,sub-mickey_mouse,509
down,down,no,right,right,1,0.7122330999700353,sub-mickey_mouse,79
both,up,no,left,left,1,0.611717400024645,sub-mickey_mouse,51
down,down,no,right,right,1,0.6628393999999389,sub-mickey_mouse,247
down,down,yes,right,right,1,0.5267185000120662,sub-mickey_mouse,521
both,up,yes,left,left,1,0.4581573000177741,sub-mickey_mouse,535
both,down,no,left,left,1,0.6795773999765515,sub-mickey_mouse,45
down,up,yes,left,left,1,0.5103053000057116,sub-mickey_mouse,253
both,down,no,right,right,1,0.6286346000269987,sub-mickey_mouse,92
up,up,yes,right,right,1,0.5811481999699026,sub-mickey_mouse,284
down,up,yes,right,right,1,0.5773216000525281,sub-mickey_mouse,86
both,down,yes,right,right,1,0.4578389000380412,sub-mickey_mouse,290
down,up,no,left,left,1,0.7635402000159957,sub-mickey_mouse,469
both,down,no,left,left,1,1.035380899964366,sub-mickey_mouse,333
both,down,no,left,left,1,0.561715500021819,sub-mickey_mouse,455
up,up,no,right,right,1,0.7983586000045761,sub-mickey_mouse,441
up,down,yes,left,left,1,0.5106538999825716,sub-mickey_mouse,327
both,down,yes,right,right,1,0.4924338000128045,sub-mickey_mouse,496
both,up,no,left,left,1,0.5271513999905437,sub-mickey_mouse,482
both,down,yes,left,left,1,0.4420506999595091,sub-mickey_mouse,119
up,down,yes,left,left,1,0.4920927999773994,sub-mickey_mouse,131
both,up,no,left,left,1,0.7126963000046089,sub-mickey_mouse,125
both,down,no,right,right,1,0.7294410999747925,sub-mickey_mouse,643
up,down,yes,right,right,1,0.4762945999973453,sub-mickey_mouse,124
both,down,yes,right,right,1,0.5790323999826796,sub-mickey_mouse,642
up,down,no,right,right,1,0.5943836999940686,sub-mickey_mouse,130
down,up,yes,right,right,1,0.4918697999673895,sub-mickey_mouse,118
both,down,yes,left,left,1,0.459698099992238,sub-mickey_mouse,483
both,up,yes,left,left,1,0.4763767000404186,sub-mickey_mouse,497
both,down,yes,right,right,1,0.6122503000078723,sub-mickey_mouse,440
both,up,no,left,left,1,0.560757500003092,sub-mickey_mouse,326
down,up,yes,right,right,1,0.4590185000561178,sub-mickey_mouse,332
both,up,yes,left,left,1,0.4238468999974429,sub-mickey_mouse,454
up,down,no,left,right,0,0.5090421999921091,sub-mickey_mouse,468
down,up,yes,right,right,1,0.4096510999952443,sub-mickey_mouse,291
up,up,yes,left,left,1,0.4923642000067048,sub-mickey_mouse,87
both,up,yes,left,left,1,0.4917113999836147,sub-mickey_mouse,285
up,down,yes,left,left,1,0.4752535999868996,sub-mickey_mouse,93
both,up,yes,right,right,1,1.0186159999575466,sub-mickey_mouse,534
both,up,yes,left,left,1,0.4590866000507958,sub-mickey_mouse,252
down,down,no,right,right,1,0.7483989999745972,sub-mickey_mouse,44
down,down,yes,right,right,1,0.5957235000096262,sub-mickey_mouse,246
up,up,yes,left,left,1,0.4753914999892004,sub-mickey_mouse,50
down,down,no,right,right,1,0.714178099995479,sub-mickey_mouse,520
up,down,yes,left,left,1,0.4257848000270314,sub-mickey_mouse,508
both,up,yes,right,right,1,0.5090538999647833,sub-mickey_mouse,78
down,up,no,left,left,1,0.5270268000313081,sub-mickey_mouse,278
both,down,yes,left,left,1,0.4583711000159383,sub-mickey_mouse,46
both,down,yes,left,left,1,0.4931350999977439,sub-mickey_mouse,250
up,down,no,left,left,1,0.6459635000210255,sub-mickey_mouse,536
up,up,yes,right,right,1,0.4765303999884054,sub-mickey_mouse,522
both,up,yes,left,left,1,0.4069185999687761,sub-mickey_mouse,52
both,up,yes,right,right,1,0.4420914000365883,sub-mickey_mouse,244
up,down,no,right,right,1,0.6966941999853589,sub-mickey_mouse,85
both,up,no,left,left,1,0.527825600001961,sub-mickey_mouse,293
up,up,yes,right,right,1,0.5278157000429928,sub-mickey_mouse,91
both,up,no,right,right,1,0.64587519998895,sub-mickey_mouse,287
down,up,no,left,left,1,0.645927399978973,sub-mickey_mouse,318
up,up,yes,right,right,1,0.4614589000120759,sub-mickey_mouse,324
down,down,no,right,right,1,0.714480500028003,sub-mickey_mouse,442
up,down,no,right,right,1,0.5772217999910936,sub-mickey_mouse,456
both,up,yes,left,left,1,0.4761653000023216,sub-mickey_mouse,330
down,up,no,right,right,1,0.6295072000357322,sub-mickey_mouse,481
down,down,no,right,right,1,0.6276305000064895,sub-mickey_mouse,495
down,up,no,right,right,1,0.5781066000345163,sub-mickey_mouse,640
both,up,no,right,right,1,0.5952568000066094,sub-mickey_mouse,126
down,down,no,right,right,1,0.7296212999499403,sub-mickey_mouse,132
both,down,yes,right,right,1,0.5597999999881722,sub-mickey_mouse,133
up,down,yes,left,left,1,0.5106684999773279,sub-mickey_mouse,641
both,up,yes,right,right,1,0.4252159000025131,sub-mickey_mouse,127
up,up,yes,right,right,1,0.50994640000863,sub-mickey_mouse,494
up,down,no,left,left,1,0.7639581999974325,sub-mickey_mouse,480
down,down,yes,left,left,1,0.5940596999716945,sub-mickey_mouse,457
down,down,no,left,left,1,0.5443496000370942,sub-mickey_mouse,331
down,down,yes,right,right,1,0.4593259000102989,sub-mickey_mouse,325
up,down,no,left,left,1,0.6279255000408739,sub-mickey_mouse,443
up,down,yes,right,right,1,0.5271374000003561,sub-mickey_mouse,319
up,down,no,left,left,1,0.665776600013487,sub-mickey_mouse,286
down,up,yes,left,left,1,0.4921118000056594,sub-mickey_mouse,90
down,up,no,right,right,1,0.7169370999909006,sub-mickey_mouse,292
both,down,yes,right,right,1,0.5261222000117414,sub-mickey_mouse,84
up,down,no,right,right,1,0.5772640999639407,sub-mickey_mouse,523
both,up,no,left,left,1,0.5419192000408657,sub-mickey_mouse,245
up,up,no,right,right,1,0.5774696000153199,sub-mickey_mouse,53
down,up,yes,right,right,1,0.4596692000050097,sub-mickey_mouse,251
up,down,yes,right,right,1,0.476190899964422,sub-mickey_mouse,47
up,up,no,right,right,1,0.8820088999927975,sub-mickey_mouse,537
both,down,no,left,left,1,0.595693500014022,sub-mickey_mouse,279
both,up,no,right,right,1,0.6785846999846399,sub-mickey_mouse,533
down,down,yes,left,left,1,0.8207205000217073,sub-mickey_mouse,255
up,down,no,right,right,1,0.6966074000229128,sub-mickey_mouse,43
both,down,no,right,right,1,0.6457800000207499,sub-mickey_mouse,241
down,up,no,left,left,1,0.8157725000055507,sub-mickey_mouse,57
up,down,yes,right,right,1,0.5103542000288144,sub-mickey_mouse,527
down,down,no,left,left,1,0.6307505000149831,sub-mickey_mouse,269
both,down,yes,left,left,1,0.4929819999961182,sub-mickey_mouse,296
down,down,yes,right,right,1,0.5787709000287578,sub-mickey_mouse,80
up,down,no,right,right,1,0.6446854000096209,sub-mickey_mouse,282
both,up,no,right,right,1,0.6279558999813162,sub-mickey_mouse,94
down,up,yes,right,right,1,0.4754488000180572,sub-mickey_mouse,447
up,up,yes,left,left,1,0.459061199973803,sub-mickey_mouse,321
both,down,no,right,right,1,0.5952499999548309,sub-mickey_mouse,335
both,down,no,right,right,1,0.5768142999731936,sub-mickey_mouse,453
up,up,yes,left,left,1,0.4422873000148684,sub-mickey_mouse,309
both,down,no,left,left,1,0.4928365999949164,sub-mickey_mouse,484
up,down,yes,left,left,1,0.4083411000319756,sub-mickey_mouse,490
down,down,yes,right,right,1,0.5269855000078678,sub-mickey_mouse,123
both,down,no,left,left,1,0.6288065999979153,sub-mickey_mouse,645
up,up,no,left,left,1,0.6276989000034519,sub-mickey_mouse,137
both,down,no,right,right,1,0.5934681000071578,sub-mickey_mouse,136
down,down,yes,left,left,1,0.4596716999658383,sub-mickey_mouse,122
down,down,no,right,right,1,0.6123139000264928,sub-mickey_mouse,644
down,down,no,left,left,1,0.713822000019718,sub-mickey_mouse,491
up,up,no,left,left,1,0.5945234000100754,sub-mickey_mouse,485
up,up,no,left,left,1,0.5457304000156,sub-mickey_mouse,308
up,down,no,left,left,1,0.7155464999959804,sub-mickey_mouse,334
both,up,no,right,right,1,0.6442798000061885,sub-mickey_mouse,452
down,down,yes,right,right,1,0.442513299989514,sub-mickey_mouse,446
both,down,yes,right,right,1,0.4772476000362076,sub-mickey_mouse,320
down,down,no,left,left,1,0.6282999999821186,sub-mickey_mouse,95
down,down,yes,right,right,1,0.576765300007537,sub-mickey_mouse,283
both,up,yes,left,left,1,0.4927246000152081,sub-mickey_mouse,81
both,up,yes,right,right,1,0.4933500000042841,sub-mickey_mouse,297
up,up,yes,left,left,1,0.4413201000425033,sub-mickey_mouse,268
both,down,yes,right,right,1,0.5267506000236608,sub-mickey_mouse,56
up,up,yes,left,left,1,0.4758664999972097,sub-mickey_mouse,240
down,up,no,right,right,1,0.5776011000270955,sub-mickey_mouse,526
up,up,yes,right,right,1,0.6106665999977849,sub-mickey_mouse,532
down,up,yes,left,left,1,0.4919177999836392,sub-mickey_mouse,42
both,down,no,left,left,1,0.6807383000268601,sub-mickey_mouse,254
both,up,no,left,left,1,0.644758099981118,sub-mickey_mouse,524
up,down,yes,left,left,1,0.4419088999857194,sub-mickey_mouse,242
both,down,no,left,left,1,0.6620511999935843,sub-mickey_mouse,54
up,down,yes,right,right,1,0.5135459000011906,sub-mickey_mouse,256
down,up,no,right,right,1,0.5939724000054412,sub-mickey_mouse,40
up,down,yes,left,left,1,0.4586099999723956,sub-mickey_mouse,530
both,up,yes,right,right,1,0.5268662000307813,sub-mickey_mouse,518
up,up,yes,right,right,1,0.5435416999971494,sub-mickey_mouse,68
down,up,no,right,right,1,0.7826331999967806,sub-mickey_mouse,281
up,down,no,left,left,1,0.628279399999883,sub-mickey_mouse,97
down,down,yes,left,left,1,0.4761017999844625,sub-mickey_mouse,295
both,up,no,left,left,1,0.6272622999968007,sub-mickey_mouse,83
up,down,no,right,right,1,0.6290742999990471,sub-mickey_mouse,450
down,down,yes,left,left,1,0.4929750000010244,sub-mickey_mouse,336
both,up,yes,right,right,1,0.5780686999787576,sub-mickey_mouse,322
down,up,no,right,right,1,0.6616429999703541,sub-mickey_mouse,444
both,up,no,left,left,1,0.7472974000265822,sub-mickey_mouse,478
up,up,no,right,right,1,0.5964318999904208,sub-mickey_mouse,493
up,up,yes,left,left,1,0.4244699000264518,sub-mickey_mouse,487
down,up,no,left,left,1,0.5937746000126936,sub-mickey_mouse,134
up,down,no,left,left,1,0.6451143000158481,sub-mickey_mouse,646
up,up,yes,right,right,1,0.4416029999847524,sub-mickey_mouse,120
both,down,no,left,left,1,0.5935880999895744,sub-mickey_mouse,108
down,down,no,right,right,1,0.7646416000206955,sub-mickey_mouse,109
up,down,yes,right,right,1,0.5600743999821134,sub-mickey_mouse,647
up,up,no,right,left,0,0.4587489999830723,sub-mickey_mouse,121
both,down,yes,left,left,1,0.4578281000140123,sub-mickey_mouse,135
down,up,no,left,left,1,0.5282894999836572,sub-mickey_mouse,486
both,up,no,right,right,1,0.6113149999873713,sub-mickey_mouse,492
both,down,no,right,right,1,0.6286178999580443,sub-mickey_mouse,479
down,down,no,right,right,1,0.5612926000030711,sub-mickey_mouse,323
up,down,yes,left,left,1,0.5939523000270128,sub-mickey_mouse,445
down,down,no,left,left,1,0.5939800000051036,sub-mickey_mouse,451
down,up,yes,right,right,1,0.5455984000000171,sub-mickey_mouse,337
down,up,no,right,right,1,0.5610371999791823,sub-mickey_mouse,82
down,down,yes,right,right,1,0.4930044999928213,sub-mickey_mouse,294
up,up,no,right,right,1,0.6115963999764062,sub-mickey_mouse,96
both,up,no,left,left,1,0.5777386999689043,sub-mickey_mouse,280
both,down,yes,left,left,1,0.4754322999506257,sub-mickey_mouse,519
down,up,yes,left,left,1,0.4755850000074133,sub-mickey_mouse,69
up,up,yes,right,right,1,0.509258400008548,sub-mickey_mouse,41
up,up,no,left,left,1,0.6296180000063032,sub-mickey_mouse,257
down,down,no,left,left,1,0.560314699949231,sub-mickey_mouse,531
down,up,yes,left,left,1,0.47643069998594,sub-mickey_mouse,525
both,up,no,right,right,1,0.5953397999983281,sub-mickey_mouse,55
up,down,no,right,right,1,0.5969000000040978,sub-mickey_mouse,243
up,up,yes,right,right,1,0.4922583000152372,sub-mickey_mouse,218
down,up,no,right,right,1,0.5607559999916703,sub-mickey_mouse,542
up,down,no,left,left,1,0.6455267999554053,sub-mickey_mouse,32
up,up,no,left,left,1,0.5460585000109859,sub-mickey_mouse,224
down,up,no,left,left,1,0.5099457000032999,sub-mickey_mouse,26
up,up,no,right,right,1,0.6288697999552824,sub-mickey_mouse,230
